"住所CD","都道府県CD","市区町村CD","町域CD","郵便番号","事業所フラグ","廃止フラグ","都道府県","都道府県カナ","市区町村","市区町村カナ","町域","町域カナ","町域補足","京都通り名","字丁目","字丁目カナ","補足","事業所名","事業所名カナ","事業所住所","新住所CD"
761150400,37,37201,372010089,"761-1504",0,0,"香川県","カガワケン","高松市","タカマツシ","塩江町安原下","シオノエチョウヤスハラシモ",,,,,,,,,
761161500,37,37201,372010089,"761-1615",0,0,"香川県","カガワケン","高松市","タカマツシ","塩江町安原下","シオノエチョウヤスハラシモ",,,"上小田","カミコタ",,,,,
761161501,37,37201,372010089,"761-1615",0,0,"香川県","カガワケン","高松市","タカマツシ","塩江町安原下","シオノエチョウヤスハラシモ",,,"炭谷","スミヤ",,,,,
761150100,37,37201,372010089,"761-1501",0,0,"香川県","カガワケン","高松市","タカマツシ","塩江町安原下","シオノエチョウヤスハラシモ",,,"第１号","ダイ０１ゴウ",,,,,
761150200,37,37201,372010089,"761-1502",0,0,"香川県","カガワケン","高松市","タカマツシ","塩江町安原下","シオノエチョウヤスハラシモ",,,"第２号","ダイ０２ゴウ",,,,,
761150300,37,37201,372010089,"761-1503",0,0,"香川県","カガワケン","高松市","タカマツシ","塩江町安原下","シオノエチョウヤスハラシモ",,,"第３号","ダイ０３ゴウ",,,,,
761159200,37,37201,372010089,"761-1592",1,0,"香川県","カガワケン","高松市","タカマツシ","塩江町安原下","シオノエチョウヤスハラシモ",,,,,,"高松市　塩江支所","タカマツシ　シオノエシシヨ","塩江町安原下第２号１６４５",
760004700,37,37201,372010090,"760-0047",0,0,"香川県","カガワケン","高松市","タカマツシ","塩屋町","シオヤマチ",,,,,,,,,
760864800,37,37201,372010090,"760-8648",1,0,"香川県","カガワケン","高松市","タカマツシ","塩屋町","シオヤマチ",,,,,,"四国興業　株式会社","シコクコウギヨウ　カブシキガイシヤ","塩屋町８－１",
760850500,37,37201,372010090,"760-8505",1,0,"香川県","カガワケン","高松市","タカマツシ","塩屋町","シオヤマチ",,,,,,"株式会社ニシやマー","カブシキガイシヤニシヤマ－","塩屋町１－７",
760858300,37,37201,372010090,"760-8583",1,0,"香川県","カガワケン","高松市","タカマツシ","塩屋町","シオヤマチ",,,,,,"ティーメックス　株式会社","テイ－メツクス　カブシキガイシヤ","塩屋町１２－９",
761031300,37,37201,372010091,"761-0313",0,0,"香川県","カガワケン","高松市","タカマツシ","下田井町","シモタイチョウ",,,,,,,,,
761807700,37,37201,372010092,"761-8077",0,0,"香川県","カガワケン","高松市","タカマツシ","出作町","シュツサクチョウ",,,,,,,,,
761856700,37,37201,372010092,"761-8567",1,0,"香川県","カガワケン","高松市","タカマツシ","出作町","シュツサクチョウ",,,,,,"松野不動産　株式会社","マツノフドウサン　カブシキガイシヤ","出作町３８３－２",
760003600,37,37201,372010093,"760-0036",0,0,"香川県","カガワケン","高松市","タカマツシ","城東町","ジョウトウチョウ",,,,,,,,,
760001400,37,37201,372010094,"760-0014",0,0,"香川県","カガワケン","高松市","タカマツシ","昭和町","ショウワチョウ",,,,,,,,,
760000100,37,37201,372010095,"760-0001",0,0,"香川県","カガワケン","高松市","タカマツシ","新北町","シンキタマチ",,,,,,,,,
760850400,37,37201,372010095,"760-8504",1,0,"香川県","カガワケン","高松市","タカマツシ","新北町","シンキタマチ",,,,,,"生活協同組合　コープかがわ","セイカツキヨウドウクミアイ　コ－プカガワ","新北町１４－２７",
761800300,37,37201,372010096,"761-8003",0,0,"香川県","カガワケン","高松市","タカマツシ","神在川窪町","シンザイカワクボチョウ",,,,,,,,,
761010300,37,37201,372010097,"761-0103",0,0,"香川県","カガワケン","高松市","タカマツシ","新田町乙","シンデンチョウオツ",,,,,,,,,
761019300,37,37201,372010097,"761-0193",1,0,"香川県","カガワケン","高松市","タカマツシ","新田町乙","シンデンチョウオツ",,,,,,"高松東病院","タカマツヒガシビヨウイン","新田町乙８",
761010200,37,37201,372010098,"761-0102",0,0,"香川県","カガワケン","高松市","タカマツシ","新田町甲","シンデンチョウコウ",,,,,,,,,
761018500,37,37201,372010098,"761-0185",1,0,"香川県","カガワケン","高松市","タカマツシ","新田町甲","シンデンチョウコウ",,,,,,"（株）　タダノ","カブシキガイシヤ　タダノ","新田町甲３４",
760006000,37,37201,372010099,"760-0060",0,0,"香川県","カガワケン","高松市","タカマツシ","末広町","スエヒロチョウ",,,,,,,,,
761161600,37,37201,372010100,"761-1616",0,0,"香川県","カガワケン","高松市","タカマツシ","菅沢町","スゲザワチョウ",,,,,,,,,
760001200,37,37201,372010101,"760-0012",0,0,"香川県","カガワケン","高松市","タカマツシ","瀬戸内町","セトウチチョウ",,,,,,,,,
761043300,37,37201,372010102,"761-0433",0,0,"香川県","カガワケン","高松市","タカマツシ","十川西町","ソガワニシマチ",,,,,,,,,
761043400,37,37201,372010103,"761-0434",0,0,"香川県","カガワケン","高松市","タカマツシ","十川東町","ソガワヒガシマチ",,,,,,,,,
760004200,37,37201,372010104,"760-0042",0,0,"香川県","カガワケン","高松市","タカマツシ","大工町","ダイクマチ",,,,,,,,,
760863600,37,37201,372010104,"760-8636",1,0,"香川県","カガワケン","高松市","タカマツシ","大工町","ダイクマチ",,,,,,"簡易保険加入者協会","カンイホケンカニユウシヤキヨウカイ","大工町５－１８",
760006300,37,37201,372010105,"760-0063",0,0,"香川県","カガワケン","高松市","タカマツシ","多賀町","タガチョウ",,,,,,,,,
761010400,37,37201,372010106,"761-0104",0,0,"香川県","カガワケン","高松市","タカマツシ","高松町","タカマツチョウ",,,,,,,,,
761807600,37,37201,372010107,"761-8076",0,0,"香川県","カガワケン","高松市","タカマツシ","多肥上町","タヒカミマチ",,,,,,,,,
761851100,37,37201,372010107,"761-8511",1,0,"香川県","カガワケン","高松市","タカマツシ","多肥上町","タヒカミマチ",,,,,,"高松南警察署","タカマツミナミケイサツシヨ","多肥上町１２５１番地８",
761807500,37,37201,372010108,"761-8075",0,0,"香川県","カガワケン","高松市","タカマツシ","多肥下町","タヒシモマチ",,,,,,,,,
760005300,37,37201,372010109,"760-0053",0,0,"香川県","カガワケン","高松市","タカマツシ","田町","タマチ",,,,,,,,,
760003000,37,37201,372010110,"760-0030",0,0,"香川県","カガワケン","高松市","タカマツシ","玉藻町","タマモチョウ",,,,,,,,,
761805700,37,37201,372010111,"761-8057",0,0,"香川県","カガワケン","高松市","タカマツシ","田村町","タムラチョウ",,,,,,,,,
761855800,37,37201,372010111,"761-8558",1,0,"香川県","カガワケン","高松市","タカマツシ","田村町","タムラチョウ",,,,,,"株式会社　一誠社","カブシキガイシヤ　イツセイシヤ","田村町３６０",
761858600,37,37201,372010111,"761-8586",1,0,"香川県","カガワケン","高松市","タカマツシ","田村町","タムラチョウ",,,,,,"株式会社　ナカノ","カブシキガイシヤ　ナカノ","田村町３１５",
761860100,37,37201,372010111,"761-8601",1,0,"香川県","カガワケン","高松市","タカマツシ","田村町","タムラチョウ",,,,,,"株式会社　幸燿","カブシキガイシヤ　コウヨウ","田村町９４８",
761800100,37,37201,372010112,"761-8001",0,0,"香川県","カガワケン","高松市","タカマツシ","亀水町","タルミチョウ",,,,,,,,,
761804100,37,37201,372010113,"761-8041",0,0,"香川県","カガワケン","高松市","タカマツシ","檀紙町","ダンシチョウ",,,,,,,,,
760000700,37,37201,372010114,"760-0007",0,0,"香川県","カガワケン","高松市","タカマツシ","中央町","チュウオウチョウ",,,,,,,,,
761805800,37,37201,372010115,"761-8058",0,0,"香川県","カガワケン","高松市","タカマツシ","勅使町","チョクシチョウ",,,,,,,,,
761850100,37,37201,372010115,"761-8501",1,0,"香川県","カガワケン","高松市","タカマツシ","勅使町","チョクシチョウ",,,,,,"株式会社　アスティス","カブシキガイシヤ　アステイス","勅使町７６１－１",
760006100,37,37201,372010116,"760-0061",0,0,"香川県","カガワケン","高松市","タカマツシ","築地町","ツキジチョウ",,,,,,,,,
761803200,37,37201,372010117,"761-8032",0,0,"香川県","カガワケン","高松市","タカマツシ","鶴市町","ツルイチチョウ",,,,,,,,,
760009300,37,37201,372010117,"760-0093",0,0,"香川県","カガワケン","高松市","タカマツシ","鶴市町","ツルイチチョウ",,,"台山","ダイヤマ",,,,,
761855500,37,37201,372010117,"761-8555",1,0,"香川県","カガワケン","高松市","タカマツシ","鶴市町","ツルイチチョウ",,,,,,"株式会社　トーカイ","カブシキガイシヤ　ト－カイ","鶴市町２０２５－３",
760003500,37,37201,372010118,"760-0035",0,0,"香川県","カガワケン","高松市","タカマツシ","鶴屋町","ツルヤマチ",,,,,,,,,
761808500,37,37201,372010119,"761-8085",0,0,"香川県","カガワケン","高松市","タカマツシ","寺井町","テライチョウ",,,,,,,,,
760001800,37,37201,372010120,"760-0018",0,0,"香川県","カガワケン","高松市","タカマツシ","天神前","テンジンマエ",,,,,,,,,
760858200,37,37201,372010120,"760-8582",1,0,"香川県","カガワケン","高松市","タカマツシ","天神前","テンジンマエ",,,,,,"香川県教育委員会","カガワケンキヨウイクイインカイ","天神前６－１（香川県天神前分庁舎）",
760861500,37,37201,372010120,"760-8615",1,0,"香川県","カガワケン","高松市","タカマツシ","天神前","テンジンマエ",,,,,,"高松税務署内　土庄税務署　集中処理担当","タカマツゼイムシヨナイ　トノシヨウゼイムシヨ　シユウチユウシヨリタントウ","天神前２番１０号",
760856900,37,37201,372010120,"760-8569",1,0,"香川県","カガワケン","高松市","タカマツシ","天神前","テンジンマエ",,,,,,"ネスレ日本　（株）　高松支店","ネスレニツポン　カブシキガイシヤ　タカマツシテン","天神前１０－１",
760004600,37,37201,372010121,"760-0046",0,0,"香川県","カガワケン","高松市","タカマツシ","通町","トオリマチ",,,,,,,,,
760002600,37,37201,372010122,"760-0026",0,0,"香川県","カガワケン","高松市","タカマツシ","磨屋町","トギヤマチ",,,,,,,,,
760853900,37,37201,372010122,"760-8539",1,0,"香川県","カガワケン","高松市","タカマツシ","磨屋町","トギヤマチ",,,,,,"富士火災海上保険　株式会社","フジカサイカイジヨウホケン　カブシキガイシヤ","磨屋町８－１",
760860700,37,37201,372010122,"760-8607",1,0,"香川県","カガワケン","高松市","タカマツシ","磨屋町","トギヤマチ",,,,,,"香川証券","カガワシヨウケン","磨屋町４－８",
760005400,37,37201,372010123,"760-0054",0,0,"香川県","カガワケン","高松市","タカマツシ","常磐町","トキワチョウ",,,,,,,,,
760851600,37,37201,372010123,"760-8516",1,0,"香川県","カガワケン","高松市","タカマツシ","常磐町","トキワチョウ",,,,,,"株式会社　高松天満屋","カブシキカイシヤ　タカマツテンマヤ","常磐町１丁目３－１",
760005600,37,37201,372010124,"760-0056",0,0,"香川県","カガワケン","高松市","タカマツシ","中新町","ナカジンチョウ",,,,,,,,,
761804300,37,37201,372010125,"761-8043",0,0,"香川県","カガワケン","高松市","タカマツシ","中間町","ナカツマチョウ",,,,,,,,,
760000800,37,37201,372010126,"760-0008",0,0,"香川県","カガワケン","高松市","タカマツシ","中野町","ナカノチョウ",,,,,,,,,
760857200,37,37201,372010126,"760-8572",1,0,"香川県","カガワケン","高松市","タカマツシ","中野町","ナカノチョウ",,,,,,"株式会社　四国新聞社","カブシキガイシヤ　シコクシンブンシヤ","中野町１５－１",
